mean,var,N,maxlag
  1.2106598798E-02,  9.8859591019E-01,4096,512
index,wn_sample
331, -8.7295126334E-01
332,  3.4313176688E-01
333,  7.2504424953E-01
334,  1.1367633850E-01
335,  3.5538354526E-01
336,  2.0671366797E-02
337,  1.2496848297E-01
338,  7.7686528716E-01
339, -6.4188614708E-02
340,  6.4928326679E-01
341,  4.8607827314E-01
342,  8.5868144385E-01
343,  1.0872277364E+00
344, -1.1674307005E+00
345, -9.6354256594E-02
346, -5.0936469581E-01
347,  1.1330724371E+00
348, -3.2535547598E-01
349, -2.0091285793E+00
350,  2.8987304549E-01
351, -1.1378574567E+00
352, -2.7276199551E-01
353,  7.6042671548E-01
354,  1.8570559171E+00
355,  2.8171262367E-02
356,  4.1218599130E-01
357, -1.3941759402E+00
358, -5.8248689302E-02
359, -3.4164439148E-01
360,  7.9699199248E-01
361, -5.4210501447E-01
362, -1.1413881930E+00
363, -1.9873782438E-02
364,  1.9921998250E-01
365,  1.4192427541E-02
366,  1.9845741499E+00
367, -2.1209053393E-01
368,  1.1419003373E+00
369,  9.8606568335E-02
370,  9.0191023986E-01
371,  5.2258125861E-01
372, -1.2263796048E+00
373, -2.0509662363E-01
374,  1.7784371438E-01
375,  5.0439871062E-01
376, -9.3586248629E-01
377, -1.4215066193E+00
378,  6.5162263151E-01
379,  9.1921384428E-01
380, -5.0433169690E-01
381, -1.1634325314E-01
382,  2.3894656158E-01
383, -1.7550164769E-02
384,  7.1443691030E-01
385, -7.3143115693E-01
386,  2.7225238842E-02
387, -1.4109731409E+00
388, -8.6076342049E-01
389,  1.1735995148E+00
390,  9.6128123833E-02
391,  7.9309989830E-01
392,  1.4766329607E+00
393,  1.2376398243E+00
394,  5.8793796754E-01
395,  1.6155440848E-01
396, -5.7447948003E-01
397,  1.7779234302E-01
398, -6.5230797583E-01
399,  6.3520342561E-01
400,  1.1910322643E+00
401,  2.7988917778E-01
402, -2.1985977235E+00
403,  4.8992826676E-01
404, -6.7373523358E-01
405,  1.1751178050E+00
406, -1.1640435764E+00
407,  6.8749764571E-01
408, -1.1373221097E+00
409, -2.3742851675E-01
410,  3.3327628591E-01
411, -1.5054399778E-01
412, -6.3397626933E-01
413, -6.2459489819E-01
414,  8.9174237594E-01
415,  3.1839988874E-01
416,  8.8718535431E-01
417,  2.3437318692E-01
418,  6.7712721156E-01
419, -2.4895116701E-01
420,  9.5606661276E-01
421,  1.2125072847E+00
422, -4.4288749956E-02
423,  7.3555018906E-02
424,  1.0349232871E+00
425,  9.1961664822E-01
426,  1.7888879908E+00
427,  8.2562117435E-02
428, -5.5513563313E-01
429, -1.9585546839E+00
430, -1.5923096509E-02
431,  3.9959105137E-01
432, -4.8786157929E-02
433,  3.8118343764E-02
434, -5.0556861749E-01
435, -2.1758286464E-01
436,  5.2568652313E-01
437, -1.6761810866E-01
438, -2.0948377131E-01
439, -5.1533928863E-01
440,  1.4844760601E+00
441, -3.9289015450E-01
442,  2.9839289133E-01
443, -1.2320560117E+00
444, -5.2699285491E-01
445,  9.9920574778E-01
446,  5.6802514151E-01
447, -5.8590420024E-01
448, -4.3390284789E-01
449,  1.4849376655E+00
450, -9.2138589041E-01
451,  5.5774815614E-01
452, -8.9270972601E-01
453, -2.1733858230E-01
454,  1.6698555407E+00
455,  5.8671083692E-01
456, -7.2344819336E-01
457, -8.1588397687E-01
458,  7.8852646215E-01
459, -2.3048090497E-01
460, -8.6126837252E-01
461,  2.5135446547E-01
462,  1.0419800122E+00
463,  3.8673057363E-01
464,  9.0937809528E-01
465,  8.7078488328E-01
466, -8.0005136324E-02
467, -1.3684558930E-01
468, -1.4847331956E+00
469, -8.2610206955E-01
470, -3.5791220037E-01
471, -2.9370134638E-01
472, -9.1011082141E-01
473, -8.8841348923E-01
474, -1.0235863556E+00
475, -6.4808159818E-01
476,  8.2845363479E-01
477, -8.7864106170E-01
478, -2.2957491778E-02
479,  8.6391782452E-01
480,  2.2447322514E+00
481, -1.7844133591E+00
482, -1.1762430070E+00
483,  4.2873425807E-01
484,  8.4131883849E-01
485,  2.0826972359E-01
486, -8.3982201943E-01
487,  7.9383968907E-01
488, -9.8897842192E-01
489,  7.3730016051E-01
490, -7.3313017425E-01
491, -4.8612824598E-01
492, -1.0184683519E+00
493, -3.5296968623E-01
494,  1.2388664141E+00
495,  3.3371309699E-01
496,  3.8494540886E-01
497,  1.1211117644E+00
498, -1.2404107639E-01
499, -9.0760430105E-01
500,  1.1588546538E-01
501,  1.1827769930E+00
502, -6.1899200273E-02
503, -2.3374832505E-01
504, -9.7488174924E-01
505, -3.8850878810E-02
506,  2.7571334512E-01
507,  2.6148279348E-01
508,  5.2526072919E-01
509, -6.0041083005E-01
510, -3.4943198054E-01
511,  2.4309323270E+00
512,  9.1492357842E-01
513, -8.5481190116E-01
514,  9.6330312784E-01
515,  1.1091839892E+00
516, -2.9260150993E-01
517, -1.6041469768E+00
518,  1.9980313355E-01
519,  9.0840296151E-01
520, -1.3479512845E+00
521,  1.0420932297E+00
522,  5.4834434243E-01
523, -1.8066869636E+00
524, -1.4883076694E+00
525,  2.5741723449E+00
526, -1.5648653596E-01
527, -1.1488810590E-01
528,  1.3310236268E+00
529,  2.6223458538E+00
530,  1.1762597048E+00
531, -5.3921144472E-01
532, -1.0228242514E+00
533, -7.8264251412E-01
534,  2.1476927356E-01
535, -3.3469962598E-02
536, -7.7777719854E-02
537,  4.0802625851E-01
538, -8.1703876064E-01
539,  2.6851765343E-01
540, -3.2572065798E-01
541, -1.1907210491E+00
542,  4.3192830069E-01
543,  5.1607675371E-01
544, -1.9940042113E+00
545, -6.6763367137E-02
546,  4.4771901617E-01
547, -1.2688875899E+00
548,  7.2598256209E-02
549, -1.8277893795E+00
550, -4.6076824715E-01
551, -1.7155219121E-01
552, -4.3347780614E-02
553,  1.6843619934E+00
554,  9.7430254819E-01
555, -1.3215427535E+00
556, -8.1213072841E-01
557, -2.7821434539E-01
558, -3.8642208082E-01
559, -1.2314992962E+00
560, -8.5133762952E-01
561,  7.1538841108E-01
562,  4.9716378425E-01
563,  2.1506534266E-01
564,  2.2709635981E+00
565, -1.5031626031E+00
566,  1.3671177997E+00
567,  1.7484347614E+00
568,  1.1523702577E-01
569,  4.1951045270E-01
570,  7.2962154902E-01
571, -8.2026557202E-01
572, -1.7074718017E-01
573,  1.6784855710E+00
574, -1.6875830876E-02
575, -7.4665129406E-01
576, -8.1162782525E-01
577, -1.3739086836E+00
578,  1.4940592678E+00
579, -1.7822987970E+00
580, -8.1307486190E-02
581,  1.4423821560E+00
582, -6.4455136894E-01
583, -2.4517822734E-01
584,  8.6077043491E-01
585,  2.4673789145E-02
586,  7.3118216865E-01
587,  3.2629643457E-01
588,  3.9828892668E-01
589,  1.8238338525E+00
590,  1.2903312477E+00
591, -5.0786616059E-01
592, -5.5502025301E-01
593,  4.0492482327E-01
594, -3.1982303651E-01
595, -9.2025938919E-01
596, -7.9652373934E-01
597, -8.1519670228E-01
598, -2.5516928985E-01
599, -1.6398428882E+00
600, -6.5173698333E-01
601,  7.9998603978E-01
602, -1.1444477925E+00
603, -1.6225759942E+00
604, -1.7192364353E-01
605, -3.0307359563E-01
606,  8.2872556184E-01
607,  4.3647893500E-01
608,  6.8286348782E-01
609, -3.1352396099E-01
610,  1.8152168336E+00
611, -1.7814005791E+00
612, -1.3999955348E+00
613, -7.5027652819E-01
614,  1.4296776362E+00
615,  8.4914262819E-01
616,  3.4647410986E-01
617, -6.3050023463E-01
618, -1.5566636437E-01
619,  6.4734460711E-01
620, -6.0406798910E-02
621, -5.0567400866E-01
622,  3.6435103586E-01
623,  1.2785072739E-02
624, -2.2286679791E+00
625,  5.0283689108E-01
626, -1.9492731383E+00
627,  1.1424513505E+00
628,  2.2019466467E-01
629, -3.4860330008E-01
630, -8.5337584077E-01
631, -4.1383952297E-01
632, -1.3276352479E+00
633,  5.9194173781E-01
634, -3.1165399127E-01
635, -1.1889278511E+00
636,  4.8167383025E-01
637, -1.4004048134E+00
638,  7.8771709193E-01
639,  5.9141432108E-01
640,  4.9129796292E-01
641,  5.7327613757E-01
642,  1.6437824978E+00
643,  8.7364919316E-01
644,  3.8708783563E-01
645, -1.3655312784E+00
646,  1.2843909154E+00
647, -3.2302074205E-01
648,  1.2760824193E-01
649, -1.8252489309E+00
650, -1.6842506949E+00
651, -2.5574866594E-01
652,  1.3370618157E+00
653,  2.1488777765E+00
654,  1.3341523009E+00
655, -1.6204198454E+00
656,  7.7279364369E-01
657,  1.9735993775E-01
658,  2.1380483511E+00
659,  1.2670295400E+00
660, -1.4362495830E+00
661, -2.7558759561E-01
662,  4.9303044851E-01
663, -9.8491083333E-01
664, -1.7473152489E-01
665, -3.0675735283E-01
666,  2.9212591784E-01
667,  1.0870937484E+00
668,  6.2834302540E-01
669, -8.2568791256E-01
670, -3.5678243301E-01
671,  2.4406303170E+00
672, -2.3492280155E-01
673, -3.1564333686E-02
674, -1.2334594086E+00
675,  1.9230933625E+00
676, -5.5733266515E-01
677, -1.7990911072E+00
678, -9.5107804354E-02
679,  9.0045513326E-02
680,  7.8961851636E-01
681,  3.9305529107E-01
682,  5.7451474761E-02
683, -1.9129019940E+00
684,  6.5407662032E-01
685,  9.8606592009E-01
686,  4.0926367133E-01
687,  5.4070830155E-01
688,  1.6745047069E+00
689, -1.8163438079E+00
690,  1.2358098500E+00
691, -1.9775829703E-01
692, -1.3930856007E+00
693, -9.5615996324E-01
694, -1.8705068102E+00
695,  1.8539245381E+00
696,  1.9334630270E+00
697, -8.3315977492E-01
698,  8.4253488146E-01
699, -5.3566570147E-01
700,  2.6510275092E+00
701,  3.4249085483E-01
702, -4.7982552354E-01
703,  4.9179983760E-01
704, -3.8954763667E-01
705,  1.5210102801E+00
706, -8.3782143308E-01
707,  6.7050451990E-01
708,  2.2982793847E+00
709,  4.8825414177E-01
710,  6.2046534698E-01
711,  5.7832831348E-01
712,  6.6499225448E-01
713, -2.8872269801E-01
714, -1.3457955970E-01
715, -4.6993407532E-02
716,  1.2776394601E+00
717, -4.0008375874E-02
718, -2.2084212623E-01
719, -1.8415256228E+00
720, -3.7935473616E-01
721, -9.2484613381E-01
722,  2.7585734909E-01
723,  1.1711978693E+00
724,  1.2427674795E+00
725,  5.8821910584E-01
726,  1.8890907354E-01
727, -2.5606928465E-01
728, -1.0831832547E-01
729, -2.1797345659E+00
730, -9.6746604526E-02
731, -1.1888946203E-02
732, -7.1616180797E-01
733,  1.7636660267E+00
734,  1.0468997750E+00
735, -1.6202915433E+00
736,  4.3168853214E-01
737,  7.5125313629E-01
738,  1.8895410156E+00
739,  8.8735771592E-01
740,  1.0039838453E+00
741,  3.7650359963E-01
742,  1.5856287386E+00
743, -1.4044260709E-01
744, -2.0215373063E-01
745, -2.6231412774E-01
746, -3.6047773997E-01
747,  1.0009696140E+00
748, -1.7401063043E+00
749,  1.2588866855E+00
750,  1.0604612380E+00
751,  3.6281215597E-01
752,  1.9958401483E+00
753, -1.0916413231E+00
754, -7.2709283433E-01
755,  9.3729038282E-01
756, -1.0134262902E+00
757, -1.4492322973E+00
758,  6.9117517507E-01
759, -2.6716126334E-01
760, -2.5867280513E-01
761,  3.4787944533E-01
762, -4.3053347479E-02
763,  1.8516162197E+00
764, -1.8198516304E+00
765,  3.0984156678E-01
766,  9.1192736580E-01
767, -1.6299301693E-01
768,  9.1909262712E-01
769,  4.5824774106E-01
770, -4.0896072279E-01
771, -9.4359852620E-01
772, -6.6118373709E-02
773,  7.2617966531E-01
774, -3.9887634019E-01
775, -3.4384344721E-01
776, -4.3844505279E-01
777, -6.1643041082E-01
778, -1.5009144626E-02
779,  1.1088870229E+00
780,  1.5049518040E-01
781,  2.6544502337E-01
782, -1.8643971785E-01
783,  1.1887107073E-02
784,  5.8881480765E-01
785, -6.8801118737E-01
786, -5.2568508187E-01
787, -5.9289238335E-01
788, -3.3128275086E-01
789, -3.0585119633E-02
790, -1.2817087914E+00
791,  6.5045534739E-01
792,  1.2492046198E+00
793,  1.4392275834E+00
794,  3.8701996786E-01
795, -5.5549653121E-01
796, -9.0935004850E-01
797,  8.8644648943E-01
798,  1.4004856347E+00
799,  3.6763410501E-01
800, -4.3714651876E-01
801,  2.0340234004E+00
802,  2.7452601405E-01
803, -4.5071220249E-02
804,  1.2958902440E-01
805,  1.4928495244E+00
806,  6.3962783203E-01
807,  4.2420884426E-01
808, -1.3420630844E-01
809,  2.0361064416E+00
810, -2.0546857161E-01
811,  3.4206364726E-01
812, -3.0663260573E-01
813,  1.1351146380E-01
814, -2.9981439520E-01
815, -1.8384746721E+00
816,  8.1792403764E-02
817, -8.3216859775E-01
818,  1.5113842291E-01
819, -3.2513282298E-01
820, -6.8808619080E-01
821, -2.2865697055E-01
822, -5.8171288516E-01
823,  1.0391773742E+00
824, -2.7931629622E+00
825, -3.5323567145E-01
826,  5.1891735238E-01
827, -2.5188864116E-01
828, -1.0512333965E+00
829, -2.8826291184E-01
830, -5.0282034378E-01
831, -2.2081787133E-01
832, -5.4204769312E-01
833, -5.3391043178E-01
834,  5.5134153495E-01
835, -1.1993254195E+00
836, -2.0121828039E-01
837, -1.3849353794E+00
838,  3.8016197848E-01
839, -1.4553069248E+00
840, -2.9187697629E-01
841, -4.9192447078E-01
842,  1.1979162457E-01
843,  2.0968028794E+00
844,  6.4436706957E-01
845, -9.1605478047E-01
846, -2.1193063907E-01
847,  1.9474515512E+00
848,  6.0942502249E-01
849,  3.0175666195E+00
850, -2.9736538049E-01
851,  2.1901858906E-01
852, -8.3161257310E-02
853,  9.4480559624E-01
854, -1.2774304410E+00
855,  2.9934672232E-02
856, -1.8903630534E+00
857, -7.9993567115E-01
858, -1.2773069212E-01
859, -1.4568282968E+00
860, -5.2599090102E-01
861, -3.8559694263E-01
862,  2.8742809033E-01
863,  9.8080833643E-01
864,  4.3854003175E-01
865,  8.8937345270E-01
866, -1.7662237986E+00
867, -9.2995745807E-01
868, -5.0305057612E-01
869,  1.4010493446E+00
870,  1.4345843212E-01
871, -1.0244406764E+00
872, -8.5875133304E-01
873,  3.3489969829E-01
874, -4.0641308706E-01
875, -2.0391152703E+00
876, -5.3818642505E-01
877,  8.7401988355E-01
878, -1.9826499913E+00
879, -3.6436810047E-01
880, -5.0325617413E-01
881, -2.0734595277E+00
882,  4.2792035442E-01
883,  5.9491247121E-01
884, -4.5448805074E-01
885, -3.7288935383E-01
886, -9.6210498631E-01
887, -2.8072561438E-01
888, -2.8556127308E-01
889, -5.4133934262E-01
890,  9.2508241462E-01
891, -1.4740248715E-01
892, -8.4724433630E-02
893,  1.1399075829E+00
894,  1.2394459174E+00
895,  2.2971492025E-01
896,  4.3880434804E-01
897, -3.3843981931E-01
898,  8.1480170434E-01
899,  6.5216099036E-01
900,  8.4573182758E-01
901, -5.3395033520E-01
902,  9.1242856618E-01
903, -1.8289261414E+00
904,  2.0583341739E+00
905,  7.4387842530E-01
906, -1.3195194420E+00
907, -9.3834506809E-01
908,  9.0379416341E-01
909,  9.4907609565E-01
910,  1.1050392617E-01
911,  5.3045751638E-01
912, -4.5286712395E-02
913, -2.8745596943E-01
914, -1.0506255501E+00
915,  3.0603047645E-01
916, -8.8255036949E-01
917, -4.3662759501E-01
918,  3.8428396499E-01
919,  6.5223706635E-02
920, -3.7367427777E-01
921,  7.3592026581E-01
922, -7.1177307689E-01
923, -4.2385167874E-01
924, -4.2222333563E-01
925, -1.7569482053E+00
926,  5.3617085665E-01
927,  1.5916275169E+00
928, -1.9395000322E+00
929, -5.1257494470E-01
930,  7.8366562615E-01
931,  9.2264941078E-01
932,  3.9650116989E-03
933, -8.2338890433E-01
934,  1.2001827428E-02
935,  5.9329602414E-02
936, -2.8459900174E-01
937, -8.3803520884E-01
938, -9.4964131720E-01
939, -5.0988697949E-01
940,  1.5608452309E+00
941, -3.8591935863E-01
942,  1.6635771029E+00
943, -1.3464642946E-01
944,  2.0072765136E-02
945, -3.2505687189E-01
946, -8.5006769015E-02
947, -4.6217761290E-01
948, -1.1468022281E+00
949,  1.9407810430E-01
950,  5.4898785877E-01
951, -4.0747289822E-01
952, -6.8905248133E-01
953,  5.9698190675E-02
954,  1.3628483756E+00
955, -8.3225533911E-01
956, -7.4207466553E-01
957,  1.0620920379E+00
958,  1.7687493599E+00
959, -1.3850284402E-01
960,  1.9368337810E+00
961, -1.0705300221E+00
962,  1.9268348295E-01
963, -1.3374832056E+00
964, -1.4788183716E+00
965,  7.3081740994E-01
966,  5.8755655300E-01
967, -3.4009155758E-01
968, -3.7227041428E-01
969,  9.4664479619E-01
970,  1.1582192131E+00
971,  2.1177396878E+00
972,  1.1128435248E+00
973,  1.3666049429E+00
974,  2.2732101291E+00
975,  2.4833194479E-01
976, -6.8104964089E-01
977,  1.0880049618E-01
978, -2.6229807023E-01
979,  5.2231327804E-01
980,  7.3137669707E-01
981,  3.9210964440E-01
982,  1.1181888210E-02
983, -1.0004403706E+00
984,  1.6837606008E+00
985, -5.9347771503E-01
986,  7.1734371196E-01
987,  7.3893604085E-01
988, -4.1357518197E+00
989,  9.4471554819E-04
990, -1.0157477065E+00
991, -4.2365586517E-01
992,  9.4208114102E-01
993, -6.7037850229E-01
994,  9.9362510265E-01
995, -1.6809467494E+00
996, -6.9036846921E-01
997, -1.0409114585E+00
998, -4.6214417248E-01
999, -7.4127026714E-01
1000,  1.0427047805E+00
1001, -7.6268348292E-01
1002, -6.2297238114E-01
1003,  4.1394958939E-01
1004, -3.5455536806E-01
1005, -1.0331535881E+00
1006,  3.3455667762E-01
1007,  5.1723823991E-01
1008, -4.2226811308E-01
1009,  1.6931866144E+00
1010,  1.3338104321E+00
1011, -5.4954478807E-01
1012,  1.3498829763E-01
1013,  1.7567261286E+00
1014, -6.1142181092E-01
1015, -9.6842486476E-01
1016, -1.9725942239E+00
1017, -4.1359071089E-02
1018,  6.6004907725E-01
1019, -2.4370621368E+00
1020, -2.7079826788E-01
1021, -2.4347309600E-01
1022,  7.1670249952E-01
1023, -2.2556488263E-01
1024,  1.2748355772E+00
1025,  3.4824550657E-01
1026, -5.9551259774E-01
1027,  5.9262608032E-01
1028,  1.6417396835E-01
1029,  1.2164310805E+00
1030,  3.6345945737E-01
1031, -2.7753174414E-01
1032,  1.5558050116E+00
1033,  6.1827515536E-01
1034,  2.2831976332E+00
1035, -4.9034875342E-01
1036, -9.5164308120E-01
1037, -2.1100899170E+00
1038, -1.3231686893E+00
1039,  3.7025557549E-01
1040, -2.7533246438E-01
1041,  2.7710491225E+00
1042, -2.8524655567E-01
1043,  7.0929072339E-01
1044, -8.6924412643E-02
1045,  6.5590790253E-01
1046, -8.4783163631E-02
1047,  1.8443385849E+00
1048, -2.5828295459E-01
1049,  1.1318795091E-02
1050, -1.3813742939E+00
1051, -3.5655074303E-01
1052, -8.6625669626E-02
1053, -3.6066270904E-01
1054, -1.3240099925E+00
1055, -1.2515822634E+00
1056,  1.2927417405E+00
1057,  8.3480773163E-01
1058,  1.0492807732E+00
1059,  2.7762927885E-01
1060, -1.4049952392E+00
1061,  7.6239853849E-01
1062,  1.1343561026E+00
1063,  4.4806823361E-01
1064,  5.5513763021E-01
